<NUMBER OF ZONES> 1117
<NUMBER OF NODES> 7466
<FIRST THRU NODE> 1118
<NUMBER OF LINKS> 18710
<END OF METADATA>

~	Tail	Head	Capacity	Length	FFT	B	Power	Speed	Toll	Type	;
	3299	3344	2700	475.2	0.215999827	0.15	4	25.00002	0	1	;
	3344	3299	2700	475.2	0.215999827	0.15	4	25.00002	0	1	;
	3251	3351	2700	792	0.359999712	0.15	4	25.00002	0	1	;
	3351	3251	2700	792	0.359999712	0.15	4	25.00002	0	1	;
	3352	3313	2700	475.2	0.215999827	0.15	4	25.00002	0	1	;
	3313	3352	2700	475.2	0.215999827	0.15	4	25.00002	0	1	;
	3344	3350	2700	422.4	0.191999846	0.15	4	25.00002	0	1	;
	3350	3344	2700	422.4	0.191999846	0.15	4	25.00002	0	1	;
	3312	3353	5400	580.8	0.263999789	0.15	4	25.00002	0	1	;
	3351	3353	2700	475.2	0.215999827	0.15	4	25.00002	0	1	;
	3353	3351	2700	475.2	0.215999827	0.15	4	25.00002	0	1	;
	3354	3309	2700	792	0.359999712	0.15	4	25.00002	0	1	;
	3309	3354	2700	792	0.359999712	0.15	4	25.00002	0	1	;
	3360	2830	2700	422.4	0.191999846	0.15	4	25.00002	0	1	;
	2830	3360	2700	422.4	0.191999846	0.15	4	25.00002	0	1	;
	3308	3303	2700	369.6	0.167999866	0.15	4	25.00002	0	1	;
	3303	3308	2700	369.6	0.167999866	0.15	4	25.00002	0	1	;
	3354	3308	2700	422.4	0.191999846	0.15	4	25.00002	0	1	;
	3308	3354	2700	422.4	0.191999846	0.15	4	25.00002	0	1	;
	2781	3309	2700	369.6	0.167999866	0.15	4	25.00002	0	1	;
	3309	2781	2700	369.6	0.167999866	0.15	4	25.00002	0	1	;
	2830	2781	2700	369.6	0.167999866	0.15	4	25.00002	0	1	;
	2781	2830	2700	369.6	0.167999866	0.15	4	25.00002	0	1	;
	3266	3360	2700	739.2	0.335999731	0.15	4	25.00002	0	1	;
	3360	3266	2700	739.2	0.335999731	0.15	4	25.00002	0	1	;
	3811	3807	2700	739.2	0.335999731	0.15	4	25.00002	0	1	;
	3807	3811	2700	739.2	0.335999731	0.15	4	25.00002	0	1	;
	3807	2778	2700	686.4	0.31199975	0.15	4	25.00002	0	1	;
	2778	3807	2700	686.4	0.31199975	0.15	4	25.00002	0	1	;
	3815	2763	2700	739.2	0.335999731	0.15	4	25.00002	0	1	;
	2763	3815	2700	739.2	0.335999731	0.15	4	25.00002	0	1	;
	1764	1765	3000	1214.4	0.43125027	0.15	4	31.99998	0	1	;
	1765	1764	3000	1214.4	0.43125027	0.15	4	31.99998	0	1	;
	2439	2440	3000	1689.6	0.600000375	0.15	4	31.99998	0	1	;
	2440	2439	3000	1689.6	0.600000375	0.15	4	31.99998	0	1	;
	1765	2439	3000	316.8	0.11250007	0.15	4	31.99998	0	1	;
	2439	1765	3000	316.8	0.11250007	0.15	4	31.99998	0	1	;
	2870	2869	3000	633.6	0.225000141	0.15	4	31.99998	0	1	;
	2869	2870	3000	633.6	0.225000141	0.15	4	31.99998	0	1	;
	2937	2928	3000	1161.6	0.412500258	0.15	4	31.99998	0	1	;
	2928	2937	3000	1161.6	0.412500258	0.15	4	31.99998	0	1	;
	2945	2946	3000	1636.8	0.581250363	0.15	4	31.99998	0	1	;
	2946	2945	3000	1636.8	0.581250363	0.15	4	31.99998	0	1	;
	2949	2968	3000	1056	0.375000234	0.15	4	31.99998	0	1	;
	2968	2949	3000	1056	0.375000234	0.15	4	31.99998	0	1	;
	1764	2968	3000	1425.6	0.506250316	0.15	4	31.99998	0	1	;
	2968	1764	3000	1425.6	0.506250316	0.15	4	31.99998	0	1	;
	2969	2945	3000	580.8	0.206250129	0.15	4	31.99998	0	1	;
	2945	2969	3000	580.8	0.206250129	0.15	4	31.99998	0	1	;
	2969	2949	3000	792	0.281250176	0.15	4	31.99998	0	1	;
	2949	2969	3000	792	0.281250176	0.15	4	31.99998	0	1	;
	2973	1723	3000	2112	0.750000469	0.15	4	31.99998	0	1	;
	1723	2973	3000	2112	0.750000469	0.15	4	31.99998	0	1	;
	2950	2973	3000	1689.6	0.600000375	0.15	4	31.99998	0	1	;
	2973	2950	3000	1689.6	0.600000375	0.15	4	31.99998	0	1	;
	2922	2937	3000	2428.8	0.862500539	0.15	4	31.99998	0	1	;
	2937	2922	3000	2428.8	0.862500539	0.15	4	31.99998	0	1	;
	2946	2977	3000	1267.2	0.450000281	0.15	4	31.99998	0	1	;
	2977	2946	3000	1267.2	0.450000281	0.15	4	31.99998	0	1	;
	2977	2922	3000	950.4	0.337500211	0.15	4	31.99998	0	1	;
	2922	2977	3000	950.4	0.337500211	0.15	4	31.99998	0	1	;
	2992	2933	3000	1900.8	0.675000422	0.15	4	31.99998	0	1	;
	2933	2992	3000	1900.8	0.675000422	0.15	4	31.99998	0	1	;
	3186	3190	3000	1056	0.375000234	0.15	4	31.99998	0	1	;
	3190	3186	3000	1056	0.375000234	0.15	4	31.99998	0	1	;
	3190	2870	3000	2006.4	0.712500445	0.15	4	31.99998	0	1	;
	2870	3190	3000	2006.4	0.712500445	0.15	4	31.99998	0	1	;
	2869	3429	3000	1742.4	0.618750387	0.15	4	31.99998	0	1	;
	3429	2869	3000	1742.4	0.618750387	0.15	4	31.99998	0	1	;
	3435	3429	3000	1584	0.562500352	0.15	4	31.99998	0	1	;
	3429	3435	3000	1584	0.562500352	0.15	4	31.99998	0	1	;
	3577	3599	3000	2851.2	1.012500633	0.15	4	31.99998	0	1	;
	3599	3577	3000	2851.2	1.012500633	0.15	4	31.99998	0	1	;
	4093	4097	3000	1742.4	0.618750387	0.15	4	31.99998	0	1	;
	4097	4093	3000	1742.4	0.618750387	0.15	4	31.99998	0	1	;
	4260	4258	3000	1214.4	0.43125027	0.15	4	31.99998	0	1	;
	4258	4260	3000	1214.4	0.43125027	0.15	4	31.99998	0	1	;
	4236	4241	3000	633.6	0.225000141	0.15	4	31.99998	0	1	;
	4241	4236	3000	633.6	0.225000141	0.15	4	31.99998	0	1	;
	4236	4238	3000	844.8	0.300000188	0.15	4	31.99998	0	1	;
	4238	4236	3000	844.8	0.300000188	0.15	4	31.99998	0	1	;
	4241	4258	3000	897.6	0.318750199	0.15	4	31.99998	0	1	;
	4258	4241	3000	897.6	0.318750199	0.15	4	31.99998	0	1	;
	4194	4205	3000	264	0.093750059	0.15	4	31.99998	0	1	;
	4205	4194	3000	264	0.093750059	0.15	4	31.99998	0	1	;
	4314	4204	3000	1161.6	0.412500258	0.15	4	31.99998	0	1	;
	4204	4314	3000	1161.6	0.412500258	0.15	4	31.99998	0	1	;
	3599	4314	3000	686.4	0.243750152	0.15	4	31.99998	0	1	;
	4314	3599	3000	686.4	0.243750152	0.15	4	31.99998	0	1	;
	4445	4446	3000	1108.8	0.393750246	0.15	4	31.99998	0	1	;
	4446	4445	3000	1108.8	0.393750246	0.15	4	31.99998	0	1	;
	4444	4445	3000	3432	1.218750762	0.15	4	31.99998	0	1	;
	4445	4444	3000	3432	1.218750762	0.15	4	31.99998	0	1	;
	4377	4446	3000	3326.4	1.181250738	0.15	4	31.99998	0	1	;
	4446	4377	3000	3326.4	1.181250738	0.15	4	31.99998	0	1	;
	4460	3577	3000	739.2	0.262500164	0.15	4	31.99998	0	1	;
	3577	4460	3000	739.2	0.262500164	0.15	4	31.99998	0	1	;
	4762	5876	3000	1689.6	0.600000375	0.15	4	31.99998	0	1	;
	5876	4762	3000	1689.6	0.600000375	0.15	4	31.99998	0	1	;
	5154	5158	3000	844.8	0.300000188	0.15	4	31.99998	0	1	;
	5158	5154	3000	844.8	0.300000188	0.15	4	31.99998	0	1	;
	4204	4194	3000	105.6	0.037500023	0.15	4	31.99998	0	1	;
	4194	4204	3000	105.6	0.037500023	0.15	4	31.99998	0	1	;
	4205	4260	3000	1636.8	0.581250363	0.15	4	31.99998	0	1	;
	4260	4205	3000	1636.8	0.581250363	0.15	4	31.99998	0	1	;
	3013	3014	2850	316.8	0.109090909	0.15	4	33	0	1	;
	3014	3013	2850	316.8	0.109090909	0.15	4	33	0	1	;
	3018	3019	2850	1848	0.636363636	0.15	4	33	0	1	;
	3019	3018	2850	1848	0.636363636	0.15	4	33	0	1	;
	3038	3039	2850	1636.8	0.563636364	0.15	4	33	0	1	;
	3039	3038	2850	1636.8	0.563636364	0.15	4	33	0	1	;
	3051	3052	2850	1108.8	0.381818182	0.15	4	33	0	1	;
	3052	3051	2850	1108.8	0.381818182	0.15	4	33	0	1	;
	3121	3122	2850	792	0.272727273	0.15	4	33	0	1	;
	3122	3121	2850	792	0.272727273	0.15	4	33	0	1	;
	3117	3121	2850	422.4	0.145454545	0.15	4	33	0	1	;
	3121	3117	2850	422.4	0.145454545	0.15	4	33	0	1	;
	3122	3013	2850	897.6	0.309090909	0.15	4	33	0	1	;
	3013	3122	2850	897.6	0.309090909	0.15	4	33	0	1	;
	2758	3128	2850	1584	0.545454545	0.15	4	33	0	1	;
	3128	2758	2850	1584	0.545454545	0.15	4	33	0	1	;
	3055	3018	2850	1584	0.545454545	0.15	4	33	0	1	;
	3018	3055	2850	1584	0.545454545	0.15	4	33	0	1	;
	3035	3055	2850	792	0.272727273	0.15	4	33	0	1	;
	3055	3035	2850	792	0.272727273	0.15	4	33	0	1	;
	3035	3014	2850	369.6	0.127272727	0.15	4	33	0	1	;
	3014	3035	2850	369.6	0.127272727	0.15	4	33	0	1	;
	3159	3158	2850	2112	0.727272727	0.15	4	33	0	1	;
	3158	3159	2850	2112	0.727272727	0.15	4	33	0	1	;
	3163	3162	2850	739.2	0.254545455	0.15	4	33	0	1	;
	3162	3163	2850	739.2	0.254545455	0.15	4	33	0	1	;
	3128	3159	2850	211.2	0.072727273	0.15	4	33	0	1	;
	3159	3128	2850	211.2	0.072727273	0.15	4	33	0	1	;
	3163	3164	2850	316.8	0.109090909	0.15	4	33	0	1	;
	3164	3163	2850	316.8	0.109090909	0.15	4	33	0	1	;
	3162	7298	2850	211.2	0.072727273	0.15	4	33	0	1	;
	7298	3162	2850	211.2	0.072727273	0.15	4	33	0	1	;
	3194	3186	2850	1636.8	0.563636364	0.15	4	33	0	1	;
	3186	3194	2850	1636.8	0.563636364	0.15	4	33	0	1	;
	3238	3234	2850	633.6	0.218181818	0.15	4	33	0	1	;
	3234	3238	2850	633.6	0.218181818	0.15	4	33	0	1	;
	3193	3238	2850	633.6	0.218181818	0.15	4	33	0	1	;
	3238	3193	2850	633.6	0.218181818	0.15	4	33	0	1	;
	3187	3193	2850	633.6	0.218181818	0.15	4	33	0	1	;
	3193	3187	2850	633.6	0.218181818	0.15	4	33	0	1	;
	3038	3187	2850	686.4	0.236363636	0.15	4	33	0	1	;
	3187	3038	2850	686.4	0.236363636	0.15	4	33	0	1	;
	3234	3194	2850	422.4	0.145454545	0.15	4	33	0	1	;
	3194	3234	2850	422.4	0.145454545	0.15	4	33	0	1	;
	3245	3022	2850	1056	0.363636364	0.15	4	33	0	1	;
	3022	3245	2850	1056	0.363636364	0.15	4	33	0	1	;
	3021	3019	2850	739.2	0.254545455	0.15	4	33	0	1	;
	3019	3021	2850	739.2	0.254545455	0.15	4	33	0	1	;
	3022	3021	2850	580.8	0.2	0.15	4	33	0	1	;
	3021	3022	2850	580.8	0.2	0.15	4	33	0	1	;
	3039	3282	2850	844.8	0.290909091	0.15	4	33	0	1	;
	3282	3039	2850	844.8	0.290909091	0.15	4	33	0	1	;
	3550	3551	2850	844.8	0.290909091	0.15	4	33	0	1	;
	3551	3550	2850	844.8	0.290909091	0.15	4	33	0	1	;
	3595	3596	2850	1056	0.363636364	0.15	4	33	0	1	;
	3596	3595	2850	1056	0.363636364	0.15	4	33	0	1	;
	3610	2776	2850	792	0.272727273	0.15	4	33	0	1	;
	2776	3610	2850	792	0.272727273	0.15	4	33	0	1	;
	3610	3699	2850	686.4	0.236363636	0.15	4	33	0	1	;
	3699	3610	2850	686.4	0.236363636	0.15	4	33	0	1	;
	3776	3777	2850	1689.6	0.581818182	0.15	4	33	0	1	;
	3777	3776	2850	1689.6	0.581818182	0.15	4	33	0	1	;
	2778	2762	2850	528	0.181818182	0.15	4	33	0	1	;
	2762	2778	2850	528	0.181818182	0.15	4	33	0	1	;
	2762	2776	2850	580.8	0.2	0.15	4	33	0	1	;
	2776	2762	2850	580.8	0.2	0.15	4	33	0	1	;
	3848	3830	2850	897.6	0.309090909	0.15	4	33	0	1	;
	3830	3848	2850	897.6	0.309090909	0.15	4	33	0	1	;
	3848	3776	2850	158.4	0.054545455	0.15	4	33	0	1	;
	3776	3848	2850	158.4	0.054545455	0.15	4	33	0	1	;
	3863	3835	2850	739.2	0.254545455	0.15	4	33	0	1	;
	3835	3863	2850	739.2	0.254545455	0.15	4	33	0	1	;
	3863	3830	2850	211.2	0.072727273	0.15	4	33	0	1	;
	3830	3863	2850	211.2	0.072727273	0.15	4	33	0	1	;
	3985	3986	2850	1267.2	0.436363636	0.15	4	33	0	1	;
	3986	3985	2850	1267.2	0.436363636	0.15	4	33	0	1	;
	3986	3987	2850	1214.4	0.418181818	0.15	4	33	0	1	;
	3987	3986	2850	1214.4	0.418181818	0.15	4	33	0	1	;
	3932	3987	2850	475.2	0.163636364	0.15	4	33	0	1	;
	3987	3932	2850	475.2	0.163636364	0.15	4	33	0	1	;
	4006	4007	2850	1795.2	0.618181818	0.15	4	33	0	1	;
	4007	4006	2850	1795.2	0.618181818	0.15	4	33	0	1	;
	4029	4012	2850	422.4	0.145454545	0.15	4	33	0	1	;
	4012	4029	2850	422.4	0.145454545	0.15	4	33	0	1	;
	4036	4006	2850	1636.8	0.563636364	0.15	4	33	0	1	;
	4006	4036	2850	1636.8	0.563636364	0.15	4	33	0	1	;
	4012	4036	2850	633.6	0.218181818	0.15	4	33	0	1	;
	4036	4012	2850	633.6	0.218181818	0.15	4	33	0	1	;
	4009	4029	2850	1003.2	0.345454545	0.15	4	33	0	1	;
	4029	4009	2850	1003.2	0.345454545	0.15	4	33	0	1	;
	4009	7297	2850	686.4	0.236363636	0.15	4	33	0	1	;
	7297	4009	2850	686.4	0.236363636	0.15	4	33	0	1	;
	4003	4008	2850	475.2	0.163636364	0.15	4	33	0	1	;
	4008	4003	2850	475.2	0.163636364	0.15	4	33	0	1	;
	4056	4055	2850	422.4	0.145454545	0.15	4	33	0	1	;
	4055	4056	2850	422.4	0.145454545	0.15	4	33	0	1	;
	4056	4057	2850	1214.4	0.418181818	0.15	4	33	0	1	;
	4057	4056	2850	1214.4	0.418181818	0.15	4	33	0	1	;
	4007	4055	2850	1003.2	0.345454545	0.15	4	33	0	1	;
	4055	4007	2850	1003.2	0.345454545	0.15	4	33	0	1	;
	3532	4057	2850	1320	0.454545455	0.15	4	33	0	1	;
	4057	3532	2850	1320	0.454545455	0.15	4	33	0	1	;
	4089	4090	2850	1003.2	0.345454545	0.15	4	33	0	1	;
	4090	4089	2850	1003.2	0.345454545	0.15	4	33	0	1	;
	4087	4093	2850	2006.4	0.690909091	0.15	4	33	0	1	;
	4093	4087	2850	2006.4	0.690909091	0.15	4	33	0	1	;
	4090	4115	2850	1372.8	0.472727273	0.15	4	33	0	1	;
	4115	4090	2850	1372.8	0.472727273	0.15	4	33	0	1	;
	4129	4090	2850	1584	0.545454545	0.15	4	33	0	1	;
	4090	4129	2850	1584	0.545454545	0.15	4	33	0	1	;
	4115	4137	2850	369.6	0.127272727	0.15	4	33	0	1	;
	4137	4115	2850	369.6	0.127272727	0.15	4	33	0	1	;
	4144	4140	2850	1425.6	0.490909091	0.15	4	33	0	1	;
	4140	4144	2850	1425.6	0.490909091	0.15	4	33	0	1	;
	4138	4143	2850	792	0.272727273	0.15	4	33	0	1	;
	4143	4138	2850	792	0.272727273	0.15	4	33	0	1	;
	4143	4144	2850	1161.6	0.4	0.15	4	33	0	1	;
	4144	4143	2850	1161.6	0.4	0.15	4	33	0	1	;
	4140	4092	2850	739.2	0.254545455	0.15	4	33	0	1	;
	4092	4140	2850	739.2	0.254545455	0.15	4	33	0	1	;
	4087	4092	2850	528	0.181818182	0.15	4	33	0	1	;
	4092	4087	2850	528	0.181818182	0.15	4	33	0	1	;
	3596	4097	2850	1531.2	0.527272727	0.15	4	33	0	1	;
	4097	3596	2850	1531.2	0.527272727	0.15	4	33	0	1	;
	3595	4444	2850	2217.6	0.763636364	0.15	4	33	0	1	;
	4444	3595	2850	2217.6	0.763636364	0.15	4	33	0	1	;
	1180	1174	2850	739.2	0.254545455	0.15	4	33	0	1	;
	1174	1180	2850	739.2	0.254545455	0.15	4	33	0	1	;
	1133	1174	2850	792	0.272727273	0.15	4	33	0	1	;
	1174	1133	2850	792	0.272727273	0.15	4	33	0	1	;
	5193	5143	2850	1900.8	0.654545455	0.15	4	33	0	1	;
	5143	5193	2850	1900.8	0.654545455	0.15	4	33	0	1	;
	5154	5193	2850	633.6	0.218181818	0.15	4	33	0	1	;
	5193	5154	2850	633.6	0.218181818	0.15	4	33	0	1	;
	5215	5208	2850	792	0.272727273	0.15	4	33	0	1	;
	5208	5215	2850	792	0.272727273	0.15	4	33	0	1	;
	5225	4863	2850	897.6	0.309090909	0.15	4	33	0	1	;
	4863	5225	2850	897.6	0.309090909	0.15	4	33	0	1	;
	6663	4468	2850	739.2	0.254545455	0.15	4	33	0	1	;
	4468	6663	2850	739.2	0.254545455	0.15	4	33	0	1	;
	7033	4667	2850	844.8	0.290909091	0.15	4	33	0	1	;
	4667	7033	2850	844.8	0.290909091	0.15	4	33	0	1	;
	4659	7033	2850	3220.8	1.109090909	0.15	4	33	0	1	;
	7033	4659	2850	3220.8	1.109090909	0.15	4	33	0	1	;
	7297	4003	2850	264	0.090909091	0.15	4	33	0	1	;
	4003	7297	2850	264	0.090909091	0.15	4	33	0	1	;
	7298	3158	2850	316.8	0.109090909	0.15	4	33	0	1	;
	3158	7298	2850	316.8	0.109090909	0.15	4	33	0	1	;
	7298	7292	2850	580.8	0.2	0.15	4	33	0	1	;
	7292	7298	2850	580.8	0.2	0.15	4	33	0	1	;
	1132	1133	2775	2428.8	0.766666667	0.15	4	36	0	1	;
	1133	1132	2775	2428.8	0.766666667	0.15	4	36	0	1	;
	1719	1718	2775	2006.4	0.633333333	0.15	4	36	0	1	;
	1718	1719	2775	2006.4	0.633333333	0.15	4	36	0	1	;
	2299	2300	2775	2112	0.666666667	0.15	4	36	0	1	;
	2300	2299	2775	2112	0.666666667	0.15	4	36	0	1	;
	2311	2312	2775	4276.8	1.35	0.15	4	36	0	1	;
	2312	2311	2775	4276.8	1.35	0.15	4	36	0	1	;
	2356	2357	2775	475.2	0.15	0.15	4	36	0	1	;
	2357	2356	2775	475.2	0.15	0.15	4	36	0	1	;
	2357	6267	2775	4276.8	1.35	0.15	4	36	0	1	;
	6267	2357	2775	4276.8	1.35	0.15	4	36	0	1	;
	2372	2371	2775	1267.2	0.4	0.15	4	36	0	1	;
	2371	2372	2775	1267.2	0.4	0.15	4	36	0	1	;
	2312	2374	2775	2059.2	0.65	0.15	4	36	0	1	;
	2374	2312	2775	2059.2	0.65	0.15	4	36	0	1	;
	2374	2372	2775	316.8	0.1	0.15	4	36	0	1	;
	2372	2374	2775	316.8	0.1	0.15	4	36	0	1	;
	2384	2356	2775	3590.4	1.133333333	0.15	4	36	0	1	;
	2356	2384	2775	3590.4	1.133333333	0.15	4	36	0	1	;
	2388	2389	2775	2323.2	0.733333333	0.15	4	36	0	1	;
	2389	2388	2775	2323.2	0.733333333	0.15	4	36	0	1	;
	2386	7305	2775	1214.4	0.383333333	0.15	4	36	0	1	;
	7305	2386	2775	1214.4	0.383333333	0.15	4	36	0	1	;
	2420	2421	2775	4171.2	1.316666667	0.15	4	36	0	1	;
	2421	2420	2775	4171.2	1.316666667	0.15	4	36	0	1	;
	2430	2420	2775	2534.4	0.8	0.15	4	36	0	1	;
	2420	2430	2775	2534.4	0.8	0.15	4	36	0	1	;
	2389	2430	2775	844.8	0.266666667	0.15	4	36	0	1	;
	2430	2389	2775	844.8	0.266666667	0.15	4	36	0	1	;
	2427	2421	2775	369.6	0.116666667	0.15	4	36	0	1	;
	2421	2427	2775	369.6	0.116666667	0.15	4	36	0	1	;
	1719	2427	2775	844.8	0.266666667	0.15	4	36	0	1	;
	2427	1719	2775	844.8	0.266666667	0.15	4	36	0	1	;
	2441	2442	2775	1689.6	0.533333333	0.15	4	36	0	1	;
	2442	2441	2775	1689.6	0.533333333	0.15	4	36	0	1	;
	2442	7304	2775	897.6	0.283333333	0.15	4	36	0	1	;
	7304	2442	2775	897.6	0.283333333	0.15	4	36	0	1	;
	2445	2399	2775	739.2	0.233333333	0.15	4	36	0	1	;
	2399	2445	2775	739.2	0.233333333	0.15	4	36	0	1	;
	2440	2456	2775	1161.6	0.366666667	0.15	4	36	0	1	;
	2456	2440	2775	1161.6	0.366666667	0.15	4	36	0	1	;
	2437	2441	2775	475.2	0.15	0.15	4	36	0	1	;
	2441	2437	2775	475.2	0.15	0.15	4	36	0	1	;
	2456	2437	2775	316.8	0.1	0.15	4	36	0	1	;
	2437	2456	2775	316.8	0.1	0.15	4	36	0	1	;
	2300	2468	2775	5860.8	1.85	0.15	4	36	0	1	;
	2468	2300	2775	5860.8	1.85	0.15	4	36	0	1	;
	2311	2501	2775	1742.4	0.55	0.15	4	36	0	1	;
	2501	2311	2775	1742.4	0.55	0.15	4	36	0	1	;
	2501	2500	2775	369.6	0.116666667	0.15	4	36	0	1	;
	2500	2501	2775	369.6	0.116666667	0.15	4	36	0	1	;
	2306	2502	2775	2006.4	0.633333333	0.15	4	36	0	1	;
	2502	2306	2775	2006.4	0.633333333	0.15	4	36	0	1	;
	2502	2500	2775	1056	0.333333333	0.15	4	36	0	1	;
	2500	2502	2775	1056	0.333333333	0.15	4	36	0	1	;
	2504	2468	2775	1795.2	0.566666667	0.15	4	36	0	1	;
	2468	2504	2775	1795.2	0.566666667	0.15	4	36	0	1	;
	2809	6530	2775	105.6	0.033333333	0.15	4	36	0	1	;
	6530	2809	2775	105.6	0.033333333	0.15	4	36	0	1	;
	2928	2924	2775	2534.4	0.8	0.15	4	36	0	1	;
	2924	2928	2775	2534.4	0.8	0.15	4	36	0	1	;
	1718	1755	2775	2481.6	0.783333333	0.15	4	36	0	1	;
	1755	1718	2775	2481.6	0.783333333	0.15	4	36	0	1	;
	2924	2988	2775	2270.4	0.716666667	0.15	4	36	0	1	;
	2988	2924	2775	2270.4	0.716666667	0.15	4	36	0	1	;
	2988	2987	2775	1056	0.333333333	0.15	4	36	0	1	;
	2987	2988	2775	1056	0.333333333	0.15	4	36	0	1	;
	3427	3428	2775	686.4	0.216666667	0.15	4	36	0	1	;
	3428	3427	2775	686.4	0.216666667	0.15	4	36	0	1	;
	3435	3433	2775	844.8	0.266666667	0.15	4	36	0	1	;
	3433	3435	2775	844.8	0.266666667	0.15	4	36	0	1	;
	3433	3427	2775	422.4	0.133333333	0.15	4	36	0	1	;
	3427	3433	2775	422.4	0.133333333	0.15	4	36	0	1	;
	3428	3440	2775	2481.6	0.783333333	0.15	4	36	0	1	;
	3440	3428	2775	2481.6	0.783333333	0.15	4	36	0	1	;
	4207	4206	2775	2745.6	0.866666667	0.15	4	36	0	1	;
	4206	4207	2775	2745.6	0.866666667	0.15	4	36	0	1	;
	4206	4222	2775	1742.4	0.55	0.15	4	36	0	1	;
	4222	4206	2775	1742.4	0.55	0.15	4	36	0	1	;
	4218	4222	2775	1108.8	0.35	0.15	4	36	0	1	;
	4222	4218	2775	1108.8	0.35	0.15	4	36	0	1	;
	3550	4207	2775	792	0.25	0.15	4	36	0	1	;
	4207	3550	2775	792	0.25	0.15	4	36	0	1	;
	2825	4393	2775	2059.2	0.65	0.15	4	36	0	1	;
	4393	2825	2775	2059.2	0.65	0.15	4	36	0	1	;
	4454	4453	2775	1689.6	0.533333333	0.15	4	36	0	1	;
	4453	4454	2775	1689.6	0.533333333	0.15	4	36	0	1	;
	4393	4455	2775	792	0.25	0.15	4	36	0	1	;
	4455	4393	2775	792	0.25	0.15	4	36	0	1	;
	4458	4459	2775	2428.8	0.766666667	0.15	4	36	0	1	;
	4459	4458	2775	2428.8	0.766666667	0.15	4	36	0	1	;
	4459	4460	2775	1848	0.583333333	0.15	4	36	0	1	;
	4460	4459	2775	1848	0.583333333	0.15	4	36	0	1	;
	4453	4458	2775	897.6	0.283333333	0.15	4	36	0	1	;
	4458	4453	2775	897.6	0.283333333	0.15	4	36	0	1	;
	4455	4454	2775	3748.8	1.183333333	0.15	4	36	0	1	;
	4454	4455	2775	3748.8	1.183333333	0.15	4	36	0	1	;
	4641	4762	2775	2956.8	0.933333333	0.15	4	36	0	1	;
	4762	4641	2775	2956.8	0.933333333	0.15	4	36	0	1	;
	4760	4660	2775	3326.4	1.05	0.15	4	36	0	1	;
	4660	4760	2775	3326.4	1.05	0.15	4	36	0	1	;
	4764	4641	2775	1742.4	0.55	0.15	4	36	0	1	;
	4641	4764	2775	1742.4	0.55	0.15	4	36	0	1	;
	5055	5058	2775	2956.8	0.933333333	0.15	4	36	0	1	;
	5058	5055	2775	2956.8	0.933333333	0.15	4	36	0	1	;
	5080	4931	2775	316.8	0.1	0.15	4	36	0	1	;
	4931	5080	2775	316.8	0.1	0.15	4	36	0	1	;
	5055	5080	2775	422.4	0.133333333	0.15	4	36	0	1	;
	5080	5055	2775	422.4	0.133333333	0.15	4	36	0	1	;
	5083	1132	2775	1953.6	0.616666667	0.15	4	36	0	1	;
	1132	5083	2775	1953.6	0.616666667	0.15	4	36	0	1	;
	5087	5058	2775	1003.2	0.316666667	0.15	4	36	0	1	;
	5058	5087	2775	1003.2	0.316666667	0.15	4	36	0	1	;
	5083	5087	2775	897.6	0.283333333	0.15	4	36	0	1	;
	5087	5083	2775	897.6	0.283333333	0.15	4	36	0	1	;
	5172	5173	2775	3115.2	0.983333333	0.15	4	36	0	1	;
	5173	5172	2775	3115.2	0.983333333	0.15	4	36	0	1	;
	5203	5215	2775	580.8	0.183333333	0.15	4	36	0	1	;
	5215	5203	2775	580.8	0.183333333	0.15	4	36	0	1	;
	5166	5203	2775	686.4	0.216666667	0.15	4	36	0	1	;
	5203	5166	2775	686.4	0.216666667	0.15	4	36	0	1	;
	5247	5248	2775	2692.8	0.85	0.15	4	36	0	1	;
	5248	5247	2775	2692.8	0.85	0.15	4	36	0	1	;
	4844	5913	2775	158.4	0.05	0.15	4	36	0	1	;
	5913	4844	2775	158.4	0.05	0.15	4	36	0	1	;
	5173	5261	2775	3696	1.166666667	0.15	4	36	0	1	;
	5261	5173	2775	3696	1.166666667	0.15	4	36	0	1	;
	5261	5247	2775	1320	0.416666667	0.15	4	36	0	1	;
	5247	5261	2775	1320	0.416666667	0.15	4	36	0	1	;
	5266	5172	2775	1003.2	0.316666667	0.15	4	36	0	1	;
	5172	5266	2775	1003.2	0.316666667	0.15	4	36	0	1	;
	6267	6268	2775	316.8	0.1	0.15	4	36	0	1	;
	6268	6267	2775	316.8	0.1	0.15	4	36	0	1	;
	6268	2371	2775	1478.4	0.466666667	0.15	4	36	0	1	;
	2371	6268	2775	1478.4	0.466666667	0.15	4	36	0	1	;
	6530	2825	2775	4857.6	1.533333333	0.15	4	36	0	1	;
	2825	6530	2775	4857.6	1.533333333	0.15	4	36	0	1	;
	4663	7104	2775	422.4	0.133333333	0.15	4	36	0	1	;
	7104	4663	2775	422.4	0.133333333	0.15	4	36	0	1	;
	6572	7103	2775	369.6	0.116666667	0.15	4	36	0	1	;
	7103	6572	2775	369.6	0.116666667	0.15	4	36	0	1	;
	3426	3444	2775	158.4	0.05	0.15	4	36	0	1	;
	3444	3426	2775	158.4	0.05	0.15	4	36	0	1	;
	5913	5248	2775	316.8	0.1	0.15	4	36	0	1	;
